species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,1-kap,v,p_M,s_Hb_bj,s_Hbj_p,E_Hp,s_p_M,1/s_M,estim_k_J,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C,data_split
Limosa_haemastica,4.2870448130e+00,1.5939751162e+03,2.8000000000e-01,2.1000000000e+01,2.8500000000e+02,3.0000000000e+02,8.5321281754e-02,3.1415000000e+02,False,9.1650271448e+03,2.9792927063e-02,2.1772649023e-02,5.3579923840e+03,1.0000000000e+00,9.5889785940e-02,2.2306793300e+03,6.4941626290e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,train
Limosa_limosa,4.2870448130e+00,1.1064062571e+03,2.8000000000e-01,2.5000000000e+01,2.7930000000e+02,2.9400000000e+02,8.5321281754e-02,3.1415000000e+02,False,1.0183048538e+04,1.2207572812e-01,2.2732885500e-02,5.5644542091e+03,1.0000000000e+00,9.1433661512e-02,1.2597267823e+04,8.9270026266e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,test
Lindbergichthys_nudifrons,8.8505110258e+02,2.3725653441e+04,2.0000000000e-01,4.2000000000e-03,1.0500000000e+01,9.4200000000e+01,2.3218749333e+00,2.7145000000e+02,True,1.6169964960e+02,5.1876692946e-01,2.3028040573e-02,1.2400821687e+02,5.5027157918e-03,1.0781817540e-02,1.7198573636e+05,6.6865955345e-02,1.8586490054e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,train
Liolaemus_wiegmannii,5.6000000000e+01,2.9200000000e+03,3.0000000000e-01,2.0956332773e-01,1.4581262044e+00,3.8400000000e+00,3.8356164384e-02,2.9315000000e+02,False,3.6210521701e+03,8.1017973193e-02,2.0281224629e-02,6.3651569931e+03,1.0000000000e+00,3.9821129565e-02,1.1094390527e+03,2.7672725101e-02,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,train
Liopholis_guthega,6.0000000000e+01,7.2483453815e+03,3.0000000000e-01,3.6412601663e+00,1.4795918367e+01,4.0600000000e+01,1.1037001659e-02,2.8715000000e+02,False,1.1623835751e+03,4.3282008648e-01,2.3541005482e-02,3.8668810067e+02,1.0000000000e+00,9.3473330923e-02,5.4446023058e+04,7.4459529727e-02,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Liopholis_inornata,5.8420666924e+01,2.4319289885e+03,3.0000000000e-01,1.8500000000e+00,7.6296580297e+00,2.1406568624e+01,2.4671773018e-02,2.9815000000e+02,False,8.7231758874e+01,5.4282938415e-01,1.9717805435e-02,1.5502615903e+01,1.0000000000e+00,1.8951346538e-01,6.4281666378e+04,6.9609989767e-02,1.0000000000e+00,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,test
Liopholis_striata,2.9303128859e+01,2.3509346688e+03,3.0000000000e-01,2.3275000000e+00,1.8817027294e+01,4.0563773320e+01,3.4029018782e-02,2.9815000000e+02,False,9.1784504004e+01,4.2748166031e-01,4.2015845027e-02,1.5006782559e+01,1.0000000000e+00,8.6746021846e-02,1.3179378723e+05,8.5484989190e-02,1.0000000000e+00,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,train
Liparis_gibbus,5.5000000000e+01,2.9200000000e+03,2.0000000000e-01,9.2000000000e-02,9.8000000000e-01,1.9670000000e+03,1.3698630137e+00,2.7285000000e+02,True,1.5293287392e+02,3.9671061105e-02,2.0706446505e-02,2.1184053942e+01,4.3642150961e-01,2.0415105291e-01,8.7469208604e+01,2.6521571571e-04,7.6179380759e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,train
Liparis_inquilinus,1.5112819720e+01,4.7806886382e+03,2.0000000000e-01,6.5000000000e-05,6.0000000000e-01,2.5200000000e+00,3.0863754402e+00,2.8125000000e+02,True,1.4290590840e+01,6.4699218803e-03,2.0914718931e-02,8.7164650820e+01,1.6003246256e-03,3.9277355704e-02,3.2739260091e+01,5.2307397571e-02,1.2514063841e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Liparis_pulchellus,4.4804600251e+01,1.5055637250e+04,2.0000000000e-01,6.5000000000e-05,1.3000000000e+01,1.3300000000e+02,3.4120762483e+00,2.7965000000e+02,True,1.2193587681e+01,4.5930338689e-03,2.0927433171e-02,2.8921087795e+01,5.9521845018e-04,6.5258977276e-03,3.6852065336e+02,4.6888105114e-02,8.5614181170e-02,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,test
Lissodelphis_borealis,8.4071632327e+01,3.7110361757e+03,3.0000000000e-01,5.2000000000e+03,4.2227125200e+04,5.4617986800e+04,6.0629966766e-03,3.1005000000e+02,False,6.3785298216e+02,3.8246718292e-01,1.6765509387e-02,1.7260263311e+01,1.0000000000e+00,3.5034674294e-02,1.6976721156e+08,8.6671053258e-01,1.0000000000e+00,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,train
Lissotriton_boscai,5.3758504146e+01,6.2789932842e+03,2.8000000000e-01,4.2000000000e-03,3.8500000000e-01,2.7500000000e+00,2.1659523087e-01,2.9315000000e+02,False,7.5409609884e+01,4.4185070254e-01,6.3150716022e-02,3.2241075582e+01,1.0000000000e+00,7.5016522048e-03,2.6725806572e+03,9.4129003934e-02,1.0000000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,train
Lissotriton_helveticus,3.2255102487e+01,9.4184899263e+03,2.8000000000e-01,1.8000000000e-03,9.6000000000e-01,5.2000000000e+00,3.8222687800e-01,2.9315000000e+02,False,9.2917181086e+01,1.3257213656e-01,7.6136106372e-02,4.9658890783e+01,1.0000000000e+00,1.1080009924e-03,1.6312051367e+03,1.0053691061e-01,1.0000000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,train
Lissotriton_vulgaris,5.3758504146e+01,1.5697483211e+04,2.8000000000e-01,8.2000000000e-03,7.2800000000e-01,5.2000000000e+00,4.4593135767e-01,2.9315000000e+02,False,1.6258719930e+02,3.8964482990e-01,6.0839395165e-02,6.2179769272e+01,1.0000000000e+00,5.6441438011e-03,4.0301787159e+03,4.9952737075e-02,1.0000000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,True,False,False,False,False,True,train
Lithobates_catesbeianus,2.1166845445e+00,5.8400000000e+03,2.8000000000e-01,1.8000000000e-03,6.3506579282e+02,8.0000000000e+02,4.5427978427e+01,2.8315000000e+02,False,1.8936980869e+03,4.5560875488e-02,2.1760130833e-02,4.7127196853e+02,1.0000000000e+00,1.7358840923e-07,2.8442608218e+05,4.4825163500e-01,1.0000000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,True,train
Lithobates_chiricahuensis,6.4226364169e+01,1.7678755654e+03,2.8000000000e-01,1.8000000000e-03,9.7284783536e+00,2.5700000000e+02,7.9191093954e+01,3.0115000000e+02,False,7.4125045793e+01,1.2204437206e-01,2.2900000000e-02,1.1714102285e+01,1.0000000000e+00,1.1959824429e-04,1.0302331471e+04,1.7678715490e-02,1.0000000000e+00,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,train
Lithobates_clamitans,5.0000000000e+00,5.8606557304e+03,2.8000000000e-01,1.8000000000e-03,3.8308475784e+00,1.2800000000e+02,1.5899792450e+01,2.8315000000e+02,False,1.1576436796e+02,1.9435325418e-01,1.0889211482e-01,1.9457140056e+01,1.0000000000e+00,4.3217715357e-04,6.2380176394e+03,2.4133969416e-02,1.0000000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,train
Lithognathus_mormyrus,1.2214325095e+00,1.8720816207e+03,2.0000000000e-01,1.0000000000e-04,4.5390000000e+01,5.6486000000e+02,1.0240576208e+03,2.9615000000e+02,True,1.4262885841e+01,1.0465861496e-01,1.2698154625e-01,1.3113018882e+01,1.6842880802e-03,7.6782818918e-04,4.4274053575e+04,1.0629209625e-01,1.1933383903e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Lobatus_gigas,2.1166845445e+00,7.7258985876e+03,1.5000000000e-01,1.4000000000e-05,3.0000000000e+02,5.0000000000e+02,1.7603130362e+04,3.0015000000e+02,True,1.9543284032e+01,1.3730968487e-01,1.1720701322e-02,1.5047752824e+01,4.4267885501e-03,6.1269799015e-06,2.2192378744e+05,5.8762547222e-01,1.6460475263e-01,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,train
Lobotes_surinamensis,5.7848278963e-01,1.9314746469e+03,2.0000000000e-01,6.5000000000e-05,2.6240000000e+03,2.6853000000e+04,4.1419130263e+04,3.0015000000e+02,True,3.3840320483e+02,5.2473746723e-02,5.8709434639e-02,2.7838096294e+01,1.2570192790e-01,1.2525025724e-07,5.2313698669e+05,5.5900557824e-02,5.0115631998e-01,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,val
Lonchura_oryzivora,2.8580298753e+00,2.6633977182e+02,2.8000000000e-01,2.0000000000e+00,2.3560000000e+01,2.4800000000e+01,1.1263807803e-01,3.1475000000e+02,False,8.9500857250e+02,1.8937275387e-01,3.2145732070e-02,4.2784541800e+02,1.0000000000e+00,3.9973960918e-02,2.5933633880e+04,9.3939437501e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,train
Lophochroa_leadbeateri,5.1036247774e+00,3.5125547946e+03,2.8000000000e-01,1.2000000000e+01,3.7240000000e+02,3.9200000000e+02,7.2121294846e-02,3.1445000000e+02,False,1.5172608007e+03,7.3740177696e-02,2.7955571431e-02,4.0517740366e+02,1.0000000000e+00,1.9396838525e-02,7.3962791200e+04,9.1321381291e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Lophophanes_cristatus,3.2663198575e+00,5.1492355885e+02,2.8000000000e-01,1.1500000000e+00,1.3300000000e+01,1.4000000000e+01,2.7033138727e-01,3.1475000000e+02,False,4.4544154337e+02,1.3693617929e-01,3.0955245261e-02,2.3558053860e+02,1.0000000000e+00,5.0067507303e-02,1.2198249516e+04,7.2652156338e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True,test
Lophotibis_cristata,4.6953347952e+00,7.4397158014e+02,2.8000000000e-01,3.6400000000e+01,5.5385000000e+02,5.8300000000e+02,6.1695905093e-02,3.1375000000e+02,False,3.1766327008e+03,2.3384580960e-01,3.6846576216e-02,7.0462959413e+02,1.0000000000e+00,4.2727535828e-02,2.9346789315e+05,9.5940610677e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,train
Loricariichthys_anus,5.0621415844e+00,2.0786418881e+03,2.0000000000e-01,2.4000000000e-03,6.8700000000e+01,8.7960000000e+02,2.8957368917e+01,2.9815000000e+02,True,6.7439155845e+01,1.9608777466e-02,3.1325000000e-02,2.3297697028e+01,6.4427841715e-02,4.7607860472e-04,5.6255630562e+03,6.9290407644e-02,4.0328520225e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,train
Lota_lota,1.8193632709e+02,1.4231473836e+04,2.0000000000e-01,5.2000000000e-04,3.2000000000e+02,3.4000000000e+04,1.8269365703e+03,2.8615000000e+02,True,6.2150378387e+02,5.9485096323e-02,1.9466693510e-02,8.5628012227e+01,7.8121553899e-02,8.9347057032e-06,3.8345955918e+04,3.5127723792e-03,4.2892352003e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,train
Loxioides_bailleui,3.3888068522e+00,5.7706950561e+02,2.8000000000e-01,2.6000000000e+00,3.5720000000e+01,3.7600000000e+01,4.5055231211e-02,3.1475000000e+02,False,1.2097677150e+03,4.2858574400e-02,2.8051087011e-02,6.7874183304e+02,1.0000000000e+00,4.9132423161e-02,4.8658748720e+03,8.8815588635e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,val
Loxodon_macrorhinus,1.6988557659e+02,1.5910880089e+03,2.0000000000e-01,1.1000000000e+03,2.2000000000e+03,6.8000000000e+03,1.0747362751e-02,3.0115000000e+02,False,4.9313214918e+02,4.3164219361e-01,3.0893435409e-02,2.4145305408e+01,1.0000000000e+00,3.9818258680e-01,3.5079988177e+06,2.4462302932e-01,1.0000000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,val
Loxodonta_africana,1.6064589366e+02,6.9940580046e+03,3.0000000000e-01,1.0500000000e+05,2.8190865440e+06,4.8000000000e+06,2.2876561775e-03,3.0935000000e+02,False,1.2930427721e+03,3.3458140315e-02,2.1380303371e-02,1.6227969048e+01,1.0000000000e+00,2.5053625638e-02,2.1124232653e+08,5.1369526454e-01,1.0000000000e+00,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,train
Loxops_coccineus,3.0621748664e+00,4.4389961970e+02,2.8000000000e-01,1.2000000000e+00,9.8800000000e+00,1.0400000000e+01,3.3791423408e-02,3.1475000000e+02,False,7.7771020245e+02,3.5733475157e-02,2.7785218421e-02,5.9926746705e+02,1.0000000000e+00,7.5968439021e-02,1.5331645703e+03,8.6545143968e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,val
Lumbricus_rubellus,2.8978418580e+01,2.0650100473e+03,1.6000000000e-01,8.0000000000e-03,7.7000000000e-01,3.8100000000e+00,9.7165905652e-02,2.9565000000e+02,False,3.4555793618e+02,1.4975869676e-02,2.3366475523e-02,3.7163097606e+02,1.0000000000e+00,3.6403463795e-03,3.8785257003e+01,1.7867840838e-02,1.0000000000e+00,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False,False,train
Lutjanus_adetii,2.9183952494e+00,8.5217141283e+03,2.0000000000e-01,3.2000000000e-04,2.3550000000e+02,1.9100000000e+03,1.4081673968e+04,2.9905000000e+02,True,7.7983147736e+01,1.5000000000e-01,2.5169898672e-02,1.6655682774e+01,5.4611730548e-02,1.4927379399e-05,2.1528723311e+05,6.1028100874e-02,3.8041342646e-01,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Lutjanus_bohar,2.0342677739e+00,9.7233156098e+03,2.0000000000e-01,3.2000000000e-04,1.0000000000e+03,9.4000000000e+03,1.2444314764e+04,3.0115000000e+02,True,1.2620610648e+02,1.5000000000e-01,2.4410000000e-02,8.9940084865e+00,3.8148323294e-01,5.1538662721e-07,7.1085929219e+05,5.1860642276e-02,7.2566944737e-01,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Lutjanus_kasmira,4.1864218276e-01,2.4448703473e+03,2.0000000000e-01,2.9000000000e-04,1.2900000000e+02,8.7900000000e+02,3.6762685636e+03,2.9955000000e+02,True,1.4834150121e+02,1.9286098461e-01,2.0355806542e-01,1.3076996848e+01,9.9998456069e-01,1.9476307461e-06,1.5419966806e+05,1.2858600541e-01,9.9999485959e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Lutjanus_synagris,1.7113449193e+00,4.6192041957e+03,2.0000000000e-01,3.2000000000e-04,1.8300000000e+02,2.9000000000e+03,4.3297501371e+03,2.9815000000e+02,True,1.8007315942e+02,1.4339339794e-01,3.4268210902e-02,1.3901482866e+01,9.9999981801e-01,1.1564792163e-06,1.1204391755e+05,2.8088456900e-02,9.9999993951e-01,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,val
Lutjanus_vitta,5.9933979983e-01,2.1214506785e+03,2.0000000000e-01,3.2000000000e-04,4.7935965000e+01,8.4000000000e+02,4.2367235266e+03,3.0115000000e+02,True,4.5394194459e+02,5.6930994619e-02,8.7454703988e-02,5.7147044278e+01,9.9999964507e-01,3.4092259748e-06,1.2360947664e+04,1.7046393129e-02,9.9999988228e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,train
Lybius_torquatus,3.7766823353e+00,5.6668570569e+02,2.8000000000e-01,8.0000000000e+00,5.0540000000e+01,5.3200000000e+01,8.0291419994e-02,3.1495000000e+02,False,8.5269792650e+02,3.0224422549e-01,4.7413521349e-02,2.4557527050e+02,1.0000000000e+00,7.3875281493e-02,1.4093668040e+05,9.3577984154e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,train
Lycengraulis_grossidens,2.6473860072e+00,9.6629589264e+02,2.0000000000e-01,4.2000000000e-04,1.1600000000e+01,1.2090000000e+02,3.5429106406e+01,2.9935000000e+02,True,1.0359195979e+02,1.6927505836e-02,1.8336585083e-02,2.7131621095e+01,9.9999837186e-01,1.2670391617e-05,1.3617190839e+03,1.1023667245e-01,9.9999946199e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,val
Maccullochella_ikei,7.5074167846e+00,4.1526501630e+03,2.0000000000e-01,1.8000000000e-02,8.8978500000e+02,1.5000000000e+04,4.3345813622e+01,2.9615000000e+02,True,1.9488854870e+02,2.8796879358e-02,1.9613210184e-02,1.7308326430e+01,2.7061479954e-01,4.5024208274e-05,7.3443243829e+04,5.9524469722e-02,6.4790205105e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,train
Maccullochella_peelii,3.3904462898e+00,1.3288480521e+04,2.0000000000e-01,1.8000000000e-02,3.2379222394e+03,1.1350000000e+05,3.2509360216e+02,2.9615000000e+02,True,2.7184923713e+02,2.3910547696e-02,4.3127396561e-02,8.2375740193e+00,3.7684637141e-01,6.3181601892e-06,4.1177159481e+05,1.0801211641e-02,7.2291275227e-01,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,test
Macomangulus_tenuis,4.2239534215e+00,5.7413478491e+03,9.0000000000e-02,1.4400000000e-07,5.3497942387e-02,1.4444444444e+00,8.3334856654e+02,2.9315000000e+02,True,1.2540041867e+00,2.0000000000e-02,2.9884344850e-02,1.5408274439e+01,3.4294690582e-04,2.4401200995e-03,8.0360620295e+00,3.6102889402e-02,7.1030781625e-02,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,train
Macquaria_ambigua,6.2965431097e-01,5.5368668840e+03,2.0000000000e-01,1.4000000000e-02,4.9820491325e+03,2.4000000000e+04,1.8060755676e+03,2.9615000000e+02,True,5.0736273480e+02,5.1936489186e-01,2.3740330949e-02,2.3690716755e+01,3.0375619048e-01,9.5439669146e-06,4.7211635767e+06,1.0330278759e-01,6.7346023049e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False,test
Macquaria_novemaculeata,4.5016704493e+00,1.1880947163e+04,2.0000000000e-01,3.8000000000e-04,6.0066082176e+02,2.9000000000e+03,1.7406019669e+03,2.9715000000e+02,True,1.7980926618e+02,9.4965435478e-02,2.2034000000e-02,1.7619195040e+01,7.5414611388e-01,4.2251467472e-07,2.3749925788e+05,1.2476037388e-01,9.1052025178e-01,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,True,False,False,train
Macrobiotus_hufelandii,2.8500000000e+01,9.0000000000e+02,7.0000000000e-02,4.4800000000e-07,1.6300000000e-06,6.5700000000e-05,1.2500000000e-01,2.9315000000e+02,True,1.0527202372e+00,1.0350563772e-01,1.0208655987e-03,2.9984028009e+01,7.3752410346e-01,5.2755632267e-01,1.9918519318e-04,2.8455261637e-03,9.1698988320e-01,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,test
Macrobrachium_rosenbergii,7.2401891993e+00,3.3033363222e+02,1.7000000000e-01,1.0000000000e-04,1.7500000000e+01,7.7000000000e+01,1.8920265424e+03,3.0215000000e+02,True,1.7474656378e+02,1.7261203350e-02,1.8771000000e-02,2.8274567032e+02,9.0017584136e-03,1.4657156541e-04,1.9691550116e+03,3.3648614951e-02,2.1184238482e-01,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,train
Macrocheira_kaempferi,2.1503401658e+01,9.5689130818e+04,1.7000000000e-01,1.8000000000e-04,1.9200000000e+02,1.9000000000e+04,1.5675761575e+03,2.8315000000e+02,True,4.5307066139e+01,4.8238214080e-02,3.3214187396e-02,1.3097939337e+01,2.5968773740e-03,2.0021543959e-04,5.6389887994e+04,1.2415479234e-02,1.3764400260e-01,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False,False,True,False,False,True,val
Macrochelys_temminckii,4.6704033695e+01,1.7770863522e+04,3.0000000000e-01,4.5023755499e+00,8.0000000000e+03,5.8500000000e+04,1.1867740683e-01,2.9715000000e+02,False,5.0253902451e+02,1.5549095085e-02,9.5565281003e-03,2.5781046690e+01,1.0000000000e+00,5.3408643427e-04,1.7048653208e+05,1.1850005218e-01,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,train
Macronectes_giganteus,1.2248699466e+01,2.5514864291e+03,2.8000000000e-01,2.1100000000e+02,5.1300000000e+03,5.4000000000e+03,1.8420634915e-02,3.1255000000e+02,False,2.7589853810e+03,4.0042086333e-02,2.5515601651e-02,4.0282452278e+02,1.0000000000e+00,3.7753038107e-02,2.4270000000e+05,8.3518060520e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,val
Macronectes_halli,1.2248699466e+01,2.5514864291e+03,2.8000000000e-01,2.1100000000e+02,5.1300000000e+03,5.4000000000e+03,1.8420634915e-02,3.1255000000e+02,False,2.9648999927e+03,5.7134292336e-02,2.3927152875e-02,4.4222436770e+02,1.0000000000e+00,3.5708999395e-02,3.3025719797e+05,8.8677657735e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,train
Macropus_agilis,2.8268709975e+01,1.2014424250e+03,3.0000000000e-01,6.3400000000e-01,3.5100000000e+03,1.6000000000e+04,1.4066425197e-02,3.0965000000e+02,False,4.9986469584e+02,1.3135489948e-01,5.5742882141e-02,2.3112096675e+01,1.0000000000e+00,1.4259497947e-04,2.3476587787e+06,2.0344332611e-01,1.0000000000e+00,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,train
Macropus_antilopinus,3.5822200284e+01,7.1091267754e+02,3.0000000000e-01,7.0300000000e-01,1.2500000000e+04,1.7500000000e+04,1.9015722951e-02,3.0965000000e+02,False,7.3411256769e+02,2.0006367378e-01,5.3528306832e-02,3.1959081821e+01,1.0000000000e+00,3.2690652482e-05,1.4556496661e+07,5.9284990686e-01,1.0000000000e+00,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,test
Macropus_eugenii,3.2734845223e+01,1.0734781431e+03,3.0000000000e-01,3.7000000000e-01,2.7000000000e+03,5.0000000000e+03,1.4066425197e-02,3.0965000000e+02,False,5.5079521554e+02,1.1535740992e-01,5.6429561279e-01,3.1563894262e+01,1.0000000000e+00,8.7059081856e-05,3.9752516067e+06,5.9006972937e-01,1.0000000000e+00,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,train
Macropus_fuliginosus,3.7365316304e+01,1.6805926534e+03,3.0000000000e-01,8.3433000000e-01,1.6500000000e+04,3.5400000000e+04,1.3804653806e-02,3.0945000000e+02,False,7.6888944909e+02,1.7358650969e-01,4.7268085378e-02,2.7870890504e+01,1.0000000000e+00,3.0621417582e-05,1.3617084422e+07,3.9458845776e-01,1.0000000000e+00,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,train
Macropus_giganteus,3.6408354705e+01,1.8109834627e+03,3.0000000000e-01,8.0000000000e-01,1.7400000000e+04,3.5000000000e+04,1.3804653944e-02,3.0945000000e+02,False,8.3374940121e+02,2.2626911253e-01,5.3497827793e-02,2.9824031674e+01,1.0000000000e+00,3.0515382176e-05,2.0908371077e+07,4.7377392142e-01,1.0000000000e+00,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,val
Macropus_parma,2.8882066778e+01,7.1091267754e+02,3.0000000000e-01,5.6700000000e-01,2.5100000000e+03,3.5500000000e+03,2.4104437544e-02,3.0965000000e+02,False,8.6674989735e+02,1.3068471128e-01,3.3721835070e-02,8.0660741999e+01,1.0000000000e+00,5.2007031514e-05,2.5599278192e+06,5.1798994132e-01,1.0000000000e+00,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,train
Macropus_rufogriseus,2.5858806108e+01,7.1091267754e+02,3.0000000000e-01,5.4000000000e-01,6.5000000000e+03,1.4000000000e+04,1.8005024252e-02,3.0965000000e+02,False,6.2077153968e+02,1.6661261604e-01,3.9014946652e-02,3.1500725550e+01,1.0000000000e+00,4.6575384306e-05,5.1909470923e+06,3.7146360750e-01,1.0000000000e+00,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,train
Macropus_rufus,3.5049310057e+01,1.9558621397e+03,3.0000000000e-01,8.1700000000e-01,1.4000000000e+04,3.5000000000e+04,1.6565584732e-02,3.0945000000e+02,False,9.4457152395e+02,1.8276938653e-01,5.2312838442e-02,3.6653906096e+01,1.0000000000e+00,3.2659918933e-05,1.3062455416e+07,3.3931389692e-01,1.0000000000e+00,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,train
