species,ab,am,d_V,Wwb,Wwp,Wwi,Ri,T_typical,metamorphosis,p_Am,1-kap,v,p_M,s_Hb_bj,s_Hbj_p,E_Hp,s_p_M,1/s_M,estim_k_J,class_other,class_Aves,class_Actinopterygii,class_Reptilia,class_Chondrichthyes,class_Amphibia,class_Mammalia,class_Bivalvia,class_Branchiopoda,class_Malacostraca,climate_A,climate_B,climate_C,climate_D,climate_E,habitat_T,habitat_F,habitat_S,habitat_M,migrate_T,food_other,food_P,food_O,food_H,food_C
Pristipomoides_auricilla,8.1060492919e+00,2.3669663932e+04,2.0000000000e-01,2.9000000000e-04,1.1500000000e+02,1.1130000000e+03,1.6054304830e+03,2.8805000000e+02,True,1.5162930239e+03,2.1633531383e-01,2.7237418503e-02,2.7116933997e+02,9.9896223286e-01,4.6470650393e-07,7.1428765745e+04,2.2657035897e-02,9.9965940248e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Pristis_microdon,7.0681471256e+01,1.3533763677e+04,2.0000000000e-01,3.7185376093e+03,1.3772361516e+05,2.4000000000e+06,2.0688997288e-02,3.0165000000e+02,False,1.1375691917e+03,2.5936227386e-02,1.9671298254e-02,1.9734100000e+01,1.0000000000e+00,2.1130717353e-02,2.4135244566e+06,5.1892105921e-02,1.0000000000e+00,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True
Burhinus_capensis,5.5119147596e+00,8.4214021731e+02,2.8000000000e-01,2.2000000000e+01,4.6550000000e+02,4.9000000000e+02,4.2273245320e-02,3.1405000000e+02,False,4.5481521963e+03,8.3093806318e-02,2.0766879710e-02,1.7216244905e+03,1.0000000000e+00,3.9938363577e-02,2.9324938598e+04,9.3780200309e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Lepidotrigla_argus,5.2955292404e+00,1.4496511296e+03,2.0000000000e-01,1.8000000000e-04,5.6000000000e+00,4.6800000000e+01,4.4700410104e+01,2.9765000000e+02,True,1.6683729545e+01,3.2708276848e-02,1.9587613381e-02,1.6814500000e+01,2.1996959381e-02,9.3900835279e-04,1.3092823632e+03,1.1662546657e-01,2.8184136424e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Nymphicus_hollandicus,4.1849723174e+00,1.5966158157e+03,2.8000000000e-01,5.0000000000e+00,8.2175000000e+01,8.6500000000e+01,9.3604233736e-02,3.1445000000e+02,False,1.1695995255e+03,6.5591551248e-02,2.7039327014e-02,4.8612671374e+02,1.0000000000e+00,3.6214506200e-02,1.6402023206e+04,8.4351018650e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
Buceros_bicornis,7.9616546527e+00,1.7158558697e+03,2.8000000000e-01,5.5000000000e+01,2.5381625000e+03,2.6717500000e+03,3.8931008822e-02,3.1315000000e+02,False,2.4071398317e+03,4.5344335899e-02,2.4370234309e-02,4.1900414942e+02,1.0000000000e+00,1.5143605190e-02,1.6955616939e+05,8.9333963127e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Nematalosa_vlaminghi,1.6435479784e+00,3.4279714979e+03,2.0000000000e-01,4.5000000000e-04,4.7567250000e+01,5.2200000000e+02,2.9428482723e+02,3.0055000000e+02,True,7.9591791982e+01,1.0021203791e-01,1.7124557296e-02,1.3924371502e+01,5.2158809326e-01,1.5054197417e-05,1.6700278557e+04,8.2672227380e-02,8.0529179599e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False
Athene_brama,5.7160597507e+00,5.5483058314e+02,2.8000000000e-01,1.2500000000e+01,1.0830000000e+02,1.1400000000e+02,6.9390551224e-02,3.1335000000e+02,False,1.9427905810e+03,1.7608022998e-01,2.3154171891e-02,7.9497232663e+02,1.0000000000e+00,9.2087070281e-02,3.7544907323e+04,8.8180795813e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Pycnogonum_litorale,5.1381091335e+01,5.2745901574e+03,1.7000000000e-01,2.5223211469e-07,4.1206730849e-02,7.7000000000e-02,9.3846153963e+01,2.8815000000e+02,True,9.4307430103e+00,4.8908623269e-02,5.4061770624e-04,2.4734267589e+02,3.0278811311e-03,6.1714988047e-04,4.4353780754e+00,4.9358524485e-02,1.4999968890e-01,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Pterocles_orientalis,3.5400500342e+00,1.1301098938e+03,2.8000000000e-01,1.9100000000e+01,3.3725000000e+02,3.5500000000e+02,5.5304356102e-02,3.1455000000e+02,False,2.9009339419e+03,3.6138585844e-02,2.5336355781e-02,1.0575865018e+03,1.0000000000e+00,5.3535884156e-02,1.3635915956e+04,7.9711749110e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
Lutjanus_vitta,5.9933979983e-01,2.1214506785e+03,2.0000000000e-01,3.2000000000e-04,4.7935965000e+01,8.4000000000e+02,4.2367235266e+03,3.0115000000e+02,True,4.5394194459e+02,5.6930994619e-02,8.7454703988e-02,5.7147044278e+01,9.9999964507e-01,3.4092259748e-06,1.2360947664e+04,1.7046393129e-02,9.9999988228e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Diuca_diuca,2.7763718789e+00,2.1307181746e+02,2.8000000000e-01,2.7000000000e+00,3.4960000000e+01,3.6800000000e+01,6.7582846816e-02,3.1475000000e+02,False,4.1224697467e+03,1.5439877936e-02,2.1592950520e-02,3.8135484029e+03,1.0000000000e+00,9.5269948522e-02,3.0264190675e+02,6.5581069666e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,True
Lophotibis_cristata,4.6953347952e+00,7.4397158014e+02,2.8000000000e-01,3.6400000000e+01,5.5385000000e+02,5.8300000000e+02,6.1695905093e-02,3.1375000000e+02,False,3.1766327008e+03,2.3384580960e-01,3.6846576216e-02,7.0462959413e+02,1.0000000000e+00,4.2727535828e-02,2.9346789315e+05,9.5940610677e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Dascyllus_reticulatus,4.0141451288e+00,1.0988722290e+03,2.0000000000e-01,9.1000000000e-05,1.9000000000e+00,2.1000000000e+01,1.0920286893e+01,3.0075000000e+02,True,2.2593010228e+01,3.9935289036e-03,2.0711759237e-02,2.1537052104e+01,6.6203061126e-02,4.7990865760e-04,4.8902032835e+01,6.6820520476e-02,4.0675037220e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Aerodramus_spodiopygius,4.6953347952e+00,1.2919289030e+03,2.8000000000e-01,1.1000000000e+00,1.0925000000e+01,1.1500000000e+01,5.7166299436e-02,3.1125000000e+02,False,4.8163546890e+01,9.3984916671e-02,3.9289047393e-02,2.0466226524e+01,1.0000000000e+00,1.5337640839e-01,5.0076439964e+03,2.0483876581e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Clione_limacina,5.1053054847e+00,4.3516532943e+03,1.5000000000e-01,8.3333333333e-08,2.0000000000e-02,3.6400000000e+00,1.3787863127e+02,2.7915000000e+02,True,2.3510902554e+01,3.8704932334e-03,3.7705889366e-03,2.9140269832e+02,3.7506390472e-04,1.1373593500e-03,5.3117143507e-01,6.9857254467e-04,7.2843113101e-02,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True
Cypseloides_cryptus,4.8994797863e+00,9.7959812954e+02,2.8000000000e-01,4.0000000000e+00,3.3250000000e+01,3.5000000000e+01,1.6333228410e-02,3.1125000000e+02,False,1.1268479318e+03,1.3249946913e-01,2.1067746501e-02,6.2528278959e+02,1.0000000000e+00,8.0023743906e-02,1.3298191797e+04,9.5061236771e-01,1.0000000000e+00,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Speleomantes_imperialis,2.7777902503e+02,9.9631147417e+03,2.8000000000e-01,8.7100000000e-02,2.9000000000e+00,7.8000000000e+00,1.7062937084e-02,2.8815000000e+02,False,7.7046068007e+01,2.1487603370e-01,1.4168290497e-02,3.6567587118e+01,1.0000000000e+00,2.0051651605e-02,5.0920150547e+03,2.2480004654e-01,1.0000000000e+00,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Caenorhabditis_elegans,4.5833333333e-01,2.1000000000e+01,7.0000000000e-02,2.4000000000e-08,1.8000000000e-06,4.3000000000e-06,2.1800000000e+02,2.9315000000e+02,True,3.6883199395e+01,4.9475837905e-01,3.1960184912e-02,3.7358370418e+03,1.8635715132e-02,2.9887281256e-01,5.5609384570e-03,7.8910154868e-04,3.1818915512e-01,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,True,False,False,False,False
Macronectes_halli,1.2248699466e+01,2.5514864291e+03,2.8000000000e-01,2.1100000000e+02,5.1300000000e+03,5.4000000000e+03,1.8420634915e-02,3.1255000000e+02,False,2.9648999927e+03,5.7134292336e-02,2.3927152875e-02,4.4222436770e+02,1.0000000000e+00,3.5708999395e-02,3.3025719797e+05,8.8677657735e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True
Euphagus_cyanocephalus,2.6538848842e+00,5.5487452463e+02,2.8000000000e-01,4.3400000000e+00,6.1322500000e+01,6.4550000000e+01,1.6895711704e-01,3.1475000000e+02,False,5.9578926351e+03,6.1088242405e-02,2.4439678241e-02,4.7164599035e+03,1.0000000000e+00,7.4495327520e-02,2.1162619973e+03,8.0143477866e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Decapterus_russelli,3.2302728745e+00,1.3100551102e+03,2.0000000000e-01,5.2000000000e-04,3.7521746209e+01,8.1930000000e+02,4.1082241182e+02,2.9635000000e+02,True,1.4199485201e+02,9.0411915041e-02,2.0594357523e-02,1.8738071082e+01,9.9994104069e-01,1.0721538481e-05,1.0140418582e+04,3.3248888850e-02,9.9998041734e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False
Labeo_catla,9.6869893995e-01,1.7678755654e+03,2.0000000000e-01,5.2360000000e-04,2.0000000000e+03,3.8600000000e+04,2.0363424160e+04,3.0115000000e+02,True,2.9975858901e+02,7.7110488659e-02,1.9768659226e-02,1.7837667497e+01,4.1490436209e-01,4.5926169777e-07,2.8103463888e+05,4.1986832714e-02,7.4609072420e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True
Lepomis_gulosus,8.6772418445e-01,3.5220585538e+03,2.0000000000e-01,5.2000000000e-04,9.5304580242e+00,6.7300000000e+02,1.4355241183e+02,2.9115000000e+02,True,5.1806616256e+01,6.8022693833e-02,1.5058625779e-01,1.4000773894e+01,6.4872357479e-02,6.3513698737e-04,4.4671290289e+03,1.3895445697e-02,4.0244823717e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
Macropus_rufogriseus,2.5858806108e+01,7.1091267754e+02,3.0000000000e-01,5.4000000000e-01,6.5000000000e+03,1.4000000000e+04,1.8005024252e-02,3.0965000000e+02,False,6.2077153968e+02,1.6661261604e-01,3.9014946652e-02,3.1500725550e+01,1.0000000000e+00,4.6575384306e-05,5.1909470923e+06,3.7146360750e-01,1.0000000000e+00,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Strigops_habroptila,6.1243497328e+00,2.7370556841e+03,2.8000000000e-01,2.8900000000e+01,1.6625000000e+03,1.7500000000e+03,1.0960683107e-02,3.1445000000e+02,False,2.8282086466e+03,9.7324520270e-03,2.5843825987e-02,6.2184984152e+02,1.0000000000e+00,1.3234880865e-02,2.0400415046e+04,9.2432074720e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Tunchiornis_ochraceiceps,3.0621748664e+00,4.4389961970e+02,2.8000000000e-01,1.7300000000e+00,1.1020000000e+01,1.1600000000e+01,4.5055231211e-02,3.1475000000e+02,False,1.6137190795e+03,3.5504969130e-02,2.4342730607e-02,1.5418627554e+03,1.0000000000e+00,1.4061062974e-01,7.3876125734e+02,7.9884556442e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True
Heteronotia_binoei_3N1A,3.0903539908e+01,5.4750000000e+03,3.0000000000e-01,1.8172392361e-01,1.2955766911e+00,3.8319624131e+00,3.3221514511e-02,2.9915000000e+02,False,5.0187265866e+01,8.6249992144e-02,8.1644610932e-03,3.7958434831e+01,1.0000000000e+00,1.2517941237e-01,7.4809429902e+02,2.3681459935e-01,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Donacobius_atricapilla,3.4704648486e+00,3.2404672238e+02,2.8000000000e-01,2.9000000000e+00,3.4200000000e+01,3.6000000000e+01,5.6319039014e-02,3.1475000000e+02,False,1.1603727135e+03,2.5407741138e-02,2.8026815399e-02,6.6636523507e+02,1.0000000000e+00,6.2113563212e-02,2.3160262527e+03,7.4761443261e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True
Upupa_epops,3.3683923531e+00,5.7023952555e+02,2.8000000000e-01,4.0000000000e+00,7.1250000000e+01,7.5000000000e+01,2.3358605293e-01,3.1315000000e+02,False,2.4538960427e+03,1.8912955407e-01,2.5049860098e-02,1.1917722684e+03,1.0000000000e+00,4.3358562751e-02,2.3028712433e+04,8.6895677426e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Daphnia_longispina,1.0018821886e+00,1.7844049085e+01,1.7000000000e-01,1.9588235294e-05,5.1529411765e-04,1.1705882353e-03,2.0324418798e+01,2.9315000000e+02,False,5.4888659895e+02,4.3306898734e-01,1.9618674528e-02,5.7581266229e+03,1.0000000000e+00,1.1704472916e-02,1.3515512912e+00,3.8936736892e-03,1.0000000000e+00,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
Ammomanes_deserti,2.1435224065e+00,5.1492355885e+02,2.8000000000e-01,2.5000000000e+00,2.0900000000e+01,2.2000000000e+01,1.3516569363e-01,3.1475000000e+02,False,7.4194226101e+03,9.4372598863e-02,2.3456634129e-02,8.8409547274e+03,1.0000000000e+00,1.2060299127e-01,9.7818629559e+02,8.7704311995e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Anolis_carolinensis,1.9529939828e+01,1.2220162349e+03,3.0000000000e-01,2.6000000000e-01,1.8741880717e+00,4.4400000000e+00,7.0702824995e-02,3.0015000000e+02,False,7.3582938246e+01,4.4544016534e-01,2.8223851683e-02,2.7310774047e+01,1.0000000000e+00,1.1365150881e-01,1.0425893135e+04,2.8496643422e-01,1.0000000000e+00,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Ameiurus_catus,6.5734372826e+00,3.0536604104e+03,2.0000000000e-01,9.2000000000e-03,1.0628371483e+03,1.0000000000e+04,1.6046316032e+01,2.9815000000e+02,True,3.1543922325e+02,7.9725654008e-02,2.3572000000e-02,2.1189842358e+01,9.8330175730e-01,6.3826775995e-06,1.7155277213e+05,7.1487938125e-02,9.9443514167e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,False
Alectoris_graeca,6.1688575699e+00,4.8183190144e+02,2.8000000000e-01,2.7200000000e+01,5.4625000000e+02,5.7500000000e+02,3.4244307923e-01,3.1385000000e+02,False,1.1690430252e+04,2.1458299988e-01,2.2037567048e-02,4.8240252056e+03,1.0000000000e+00,5.2686821512e-02,3.8333226498e+04,8.3787697022e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True
Trachycephalus_resinifictrix,4.8479527915e+00,5.5612944166e+03,2.8000000000e-01,1.8000000000e-03,1.4479971273e+01,7.1000000000e+01,9.8897839029e+00,2.9715000000e+02,False,1.1620760756e+02,5.2329627817e-02,4.1765922498e-02,3.0165059601e+01,1.0000000000e+00,7.8093193360e-05,6.6504202573e+03,1.6410489244e-01,1.0000000000e+00,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True
Calidris_pusilla,4.0828998219e+00,9.0481528656e+02,2.8000000000e-01,4.4000000000e+00,2.5650000000e+01,2.7000000000e+01,8.5321281754e-02,3.1415000000e+02,False,1.1579477740e+03,1.5647482177e-01,3.0960000000e-02,6.1760600882e+02,1.0000000000e+00,1.2150511993e-01,1.5361368043e+04,8.5566311907e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True
Encrasicholina_purpurea,1.8477873470e+00,1.1240706361e+02,2.0000000000e-01,2.7000000000e-04,4.2000000000e-01,6.1700000000e+00,3.6696982090e+00,2.9845000000e+02,True,4.8339426876e+02,2.6171055508e-03,2.3259373872e-02,6.6133187056e+02,3.3676020071e-01,4.5889354944e-04,4.9920520723e+00,5.2403931472e-03,7.0667838487e-01,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False
Acanthochromis_polyacanthus,8.0996361290e+00,2.2172753903e+03,2.0000000000e-01,4.4000000000e-03,9.8000000000e+00,1.5200000000e+02,5.9532523825e+00,3.0065000000e+02,True,3.4347889601e+01,1.4246637357e-02,1.9714744275e-02,2.5615178538e+01,1.9851269558e-02,8.1240982790e-03,1.5461188816e+03,7.5837861210e-02,2.7575443152e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
Potamorhina_latior,5.2955292404e+00,3.6241278239e+03,2.0000000000e-01,7.2000000000e-03,3.4820000000e+01,2.7100000000e+02,1.0761209840e+02,2.9765000000e+02,True,3.6879608679e+02,1.9763160386e-01,3.3487124435e-02,8.8634736571e+01,4.4254729107e-01,1.7722060595e-04,3.4574301190e+04,3.8399101189e-02,7.6694500624e-01,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
Tachycineta_bicolor,2.8580298753e+00,9.3662819757e+02,2.8000000000e-01,1.6600000000e+00,2.3275000000e+01,2.4500000000e+01,1.1263807803e-01,3.1475000000e+02,False,8.9966288863e+02,5.9132607450e-02,3.1541626215e-02,5.1101517893e+02,1.0000000000e+00,4.3017577141e-02,5.7593874614e+03,8.2611158439e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Eremophila_alpestris,2.4497398931e+00,4.4389961970e+02,2.8000000000e-01,2.7300000000e+00,3.2110000000e+01,3.3800000000e+01,1.6895711704e-01,3.1475000000e+02,False,5.7623408579e+03,4.6255822292e-02,2.2468798943e-02,5.8504247837e+03,1.0000000000e+00,1.0074257100e-01,7.1230958066e+02,7.2398812256e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True
Macrobrachium_rosenbergii,7.2401891993e+00,3.3033363222e+02,1.7000000000e-01,1.0000000000e-04,1.7500000000e+01,7.7000000000e+01,1.8920265424e+03,3.0215000000e+02,True,1.7474656378e+02,1.7261203350e-02,1.8771000000e-02,2.8274567032e+02,9.0017584136e-03,1.4657156541e-04,1.9691550116e+03,3.3648614951e-02,2.1184238482e-01,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False
Diplectrum_formosum,4.3504149133e+00,5.4442335200e+03,2.0000000000e-01,3.4400000000e-04,2.5300000000e+01,3.4600000000e+02,5.7308342644e+01,2.9835000000e+02,True,8.9535212303e+01,5.0000000000e-02,1.7810527207e-02,1.5178588774e+01,9.9999871706e-01,1.0447358194e-05,4.3491882817e+03,6.1873063715e-02,9.9999957352e-01,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Falco_naumanni,5.8181322462e+00,5.6003531338e+02,2.8000000000e-01,1.0300000000e+01,1.6150000000e+02,1.7000000000e+02,7.7862017644e-02,3.1315000000e+02,False,1.0906707718e+03,4.4555281703e-02,2.6055856181e-02,3.6832991736e+02,1.0000000000e+00,5.8018775363e-02,1.5951841148e+04,6.2343530935e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
Cyanistes_caeruleus,2.7559573798e+00,6.4809344476e+02,2.8000000000e-01,8.1000000000e-01,1.0830000000e+01,1.1400000000e+01,3.7846394217e-01,3.1475000000e+02,False,2.5929231441e+03,3.1020294954e-01,1.5715030927e-02,2.3721220943e+03,1.0000000000e+00,6.1943302305e-02,4.2573523042e+03,9.0769387330e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,True
Apus_affinis,4.5116043032e+00,9.7959812954e+02,2.8000000000e-01,1.9500000000e+00,2.3275000000e+01,2.4500000000e+01,7.5132850687e-02,3.1125000000e+02,False,7.8203736141e+02,1.6585761114e-01,2.0785646886e-02,4.2644145943e+02,1.0000000000e+00,5.3267011868e-02,1.5035125270e+04,8.6761669637e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True
Etmopterus_baxteri,4.4749301752e+03,9.9442892782e+04,2.0000000000e-01,3.3177600000e+01,5.5373368889e+02,2.4000000000e+03,2.4134454790e-03,2.7775000000e+02,False,2.9482863349e+02,3.9380718672e-01,3.5000000000e-02,1.8888320205e+01,1.0000000000e+00,4.0395730883e-02,8.1939091824e+05,1.5764987556e-01,1.0000000000e+00,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Rogadius_asper,2.5311362903e+00,1.4781835935e+03,2.0000000000e-01,6.5000000000e-05,5.2435138826e+00,1.8000000000e+02,6.4944571445e+02,3.0065000000e+02,True,1.7986865397e+01,5.0000000000e-02,1.8120043333e-02,8.4507774496e+00,5.5835088931e-02,1.7116655367e-04,1.5516166205e+03,1.1444605309e-02,3.8355302940e-01,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True
Mugil_liza,1.2655353961e+00,5.3120848251e+03,2.0000000000e-01,3.8000000000e-04,3.7849039144e+02,2.9000000000e+03,1.7319000549e+04,2.9815000000e+02,False,3.0279237615e+02,5.7639139066e-01,6.6968259612e-02,1.1080366729e+01,1.0000000000e+00,9.4448172990e-07,1.3355861937e+06,1.1421636546e-01,1.0000000000e+00,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True
Esox_lucius,2.8872692151e+01,1.2962931779e+04,2.0000000000e-01,4.8000000000e-03,9.0800000000e+02,2.4600000000e+04,1.5428608544e+02,2.8515000000e+02,False,8.0505551310e+02,7.1839588264e-02,2.3217000000e-02,5.1769867378e+01,1.0000000000e+00,2.5689332213e-06,9.1825606089e+04,1.5242650880e-02,1.0000000000e+00,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True
Passer_montanus,2.6538848842e+00,5.8150850181e+02,2.8000000000e-01,2.2000000000e+00,2.3750000000e+01,2.5000000000e+01,2.8159519507e-01,3.1475000000e+02,False,3.2871630297e+03,1.8394338462e-01,2.3730838774e-02,2.5909198066e+03,1.0000000000e+00,8.3396257815e-02,5.2654256715e+03,8.6240627527e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True
Pelecanoides_urinatrix,9.3906695904e+00,1.3571736325e+03,2.8000000000e-01,1.7000000000e+01,1.5200000000e+02,1.6000000000e+02,1.8420634915e-02,3.1255000000e+02,False,1.0268337671e+02,3.2957755742e-02,4.1449419001e-02,2.0351769971e+01,1.0000000000e+00,1.5852529756e-01,2.2217445309e+04,2.3007972157e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Gopherus_polyphemus,8.4280972195e+01,4.1709708124e+04,3.0000000000e-01,3.8900000000e+01,2.7800000000e+03,5.5000000000e+03,2.8086986284e-02,2.9715000000e+02,False,1.7910632836e+02,2.5559236535e-01,2.0649450973e-02,1.0014678531e+01,1.0000000000e+00,5.3282775145e-03,8.9622257137e+06,4.1916512109e-01,1.0000000000e+00,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
Pterodroma_solandri,1.1227974510e+01,1.3571736325e+03,2.8000000000e-01,5.0000000000e+01,5.7950000000e+02,6.1000000000e+02,1.8420634915e-02,3.1255000000e+02,False,2.2237952311e+03,2.9071961629e-01,1.7362778501e-02,5.1534333645e+02,1.0000000000e+00,6.9139041028e-02,2.7459746505e+05,9.6614917468e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True
Hafferia_fortis,2.6538848842e+00,3.9950965773e+02,2.8000000000e-01,4.8000000000e+00,3.3250000000e+01,3.5000000000e+01,4.5055231211e-02,3.1475000000e+02,False,3.8571658924e+03,5.4845987986e-02,3.1744286031e-02,3.0117234522e+03,1.0000000000e+00,1.2826574791e-01,2.2393483986e+03,8.9549628293e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Blepsias_cirrhosus,1.8964270148e+02,8.9729093013e+03,2.0000000000e-01,1.0900000000e-02,7.6000000000e+00,3.8000000000e+01,3.1517091113e-01,2.8025000000e+02,True,8.8179651231e+01,3.4223015544e-01,2.3612000000e-02,3.0340998179e+01,3.0715359530e-01,2.3924350185e-03,2.3172068681e+04,1.3395043843e-01,6.8310423399e-01,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
Hemiphaga_novaeseelandiae,4.8929946990e+00,9.6984835977e+02,2.8000000000e-01,1.8600000000e+01,5.6050000000e+02,5.9000000000e+02,2.0621780507e-02,3.1378000000e+02,False,1.5505871580e+02,7.4104675148e-03,5.5431572779e-02,2.0659358923e+01,1.0000000000e+00,8.9751405768e-02,8.6936677617e+03,1.1545088591e-01,1.0000000000e+00,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
