Row,data_split,deb_loss,convergence,n_runs,n_iter,execution_time,error,error_message
Leptomysis_lingvura,test,0.205569259023441,1,1,343,12.0543083,0,
Platichthys_stellatus,test,0.208346066428714,0,1,500,20.3002118,0,
Lophophanes_cristatus,test,0.0965413148919962,0,1,500,21.0380644,0,
Oriolus_sagittatus,test,0.104768923831531,0,1,500,29.6776546,0,
Synodontis_membranaceus,test,0.00457179193724731,0,1,500,15.408814,0,
Plethodon_kentucki,test,0.0739784804387915,1,1,279,12.3621092,0,
Myadestes_obscurus,test,0.113596496513952,0,1,500,25.8721646,0,
Halosauropsis_macrochir,test,0.368949992225379,0,1,500,16.9304605,0,
Pernis_apivorus,test,0.103366428952994,0,1,500,29.4706305,0,
Gloydius_blomhoffii,test,0.163746819885446,0,1,500,17.7823086,0,
Stelgidopteryx_ruficollis,test,0.113213451654426,0,1,500,24.2492999,0,
Siniperca_chuatsi,test,0.868997459082527,0,1,500,13.9924338,0,
Mobula_birostris,test,0.106352579110702,1,1,391,14.8686584,0,
Acipenser_ruthenus,test,0.203070131439236,1,1,378,11.7062732,0,
Alepes_djedaba,test,0.0285514354992025,0,1,500,17.4387606,0,
Plagioscion_squamosissimus,test,0.144118340329825,1,1,361,80.0320249,0,
Palaemon_elegans,test,0.155022800277582,0,1,500,18.8530928,0,
Chiromantis_rufescens,test,0.00927478064984649,0,1,500,16.1015399,0,
Porphyrio_martinica,test,0.118802780841351,0,1,500,29.7768709,0,
Ablennes_hians,test,0.00818355237063995,0,1,500,24.1252572,0,
Mareca_americana,test,0.101743507820343,0,1,500,29.8066465,0,
Fundulus_heteroclitus,test,0.12774062139603,0,1,500,26.0671504,0,
Mycteria_leucocephala,test,0.140958532374433,0,1,500,43.9413669,0,
Xiphias_gladius,test,0.273166576445404,0,1,500,20.7262288,0,
Dendroplex_picus,test,0.117370282941279,0,1,500,23.1689149,0,
Phascolarctos_cinereus,test,0.528452758446352,0,1,500,14.8542914,0,
Aerodramus_fuciphagus,test,0.0904504649681084,0,1,500,22.2287137,0,
Aquila_chrysaetos,test,0.0989857952555053,0,1,500,26.7138026,0,
Pholidoscelis_exsul,test,0.692319646397565,0,1,500,11.2237144,0,
Tyto_alba,test,0.0956524360418003,0,1,500,34.2853413,0,
Pterodroma_hypoleuca,test,0.0953316028953116,0,1,500,27.1717981,0,
Trygonoptera_mucosa,test,0.0454538102161629,0,1,500,25.900404,0,
Percilia_irwini,test,0.00157268678646303,0,1,500,17.6619901,0,
Lanius_excubitor,test,0.104509791291241,1,1,358,31.6772183,0,
Ardea_herodias,test,0.117832480036395,0,1,500,61.7166599,0,
Sillago_sihama,test,0.0216539692975019,0,1,500,18.4180359,0,
Rhincodon_typus,test,0.0706244396464907,0,1,500,21.5850131,0,
Acanthopagrus_arabicus,test,0.0457662626608169,0,1,500,21.5431739,0,
Cinnyris_jugularis,test,0.10512517141511,0,1,500,21.3498466,0,
Porzana_carolina,test,0.11168466441295,0,1,500,28.3766047,0,
Pelecanus_onocrotalus,test,0.182466879527308,0,1,500,64.8972543,0,
Paleosuchus_trigonatus,test,0.133349086866009,0,1,500,21.425223,0,
Lampornis_clemenciae,test,0.0975150606389159,0,1,500,21.3126499,0,
Forpus_passerinus,test,0.035663733786986,0,1,500,28.4116672,0,
Podocnemis_expansa,test,0.129469252642195,0,1,500,15.8110579,0,
Symsagittifera_roscoffensis,test,0.103710070453291,1,1,314,17.5179703,0,
Spiza_americana,test,0.104141919289282,0,1,500,35.383291,0,
Sylvia_atricapilla,test,0.109102554056762,0,1,500,32.7938022,0,
Oncorhynchus_gilae,test,0.111568540243223,0,1,500,20.4136474,0,
Anolis_gundlachi,test,0.0769267598504108,1,1,342,8.4372122,0,
Emberizoides_ypiranganus,test,0.102538853460631,0,1,500,26.2354809,0,
Gerlachea_australis,test,0.128332264571305,1,1,72,13.3260395,0,
Plethodon_cinereus,test,0.121577094977314,1,1,328,13.1643598,0,
Eudyptes_pachyrhynchus,test,0.113138085603957,0,1,500,23.1791163,0,
Dorosoma_cepedianum,test,0.26576172882436,0,1,500,42.8408535,0,
Cypseloides_cherriei,test,0.124956374182117,0,1,500,28.4753992,0,
Plectropomus_maculatus,test,0.0746903835049279,0,1,500,20.2076562,0,
Cypsiurus_balasiensis,test,0.0365638443875509,1,1,275,22.4082335,0,
Junco_phaeonotus,test,0.11621382570981,0,1,500,22.5609135,0,
Fregetta_tropica,test,0.096444264098542,0,1,500,24.5904447,0,
Paralabrax_auroguttatus,test,0.0281847344258462,0,1,500,38.3489771,0,
Stegastes_acapulcoensis,test,0.0372853573908976,0,1,500,29.1905303,0,
Liparis_pulchellus,test,0.0576043566924638,0,1,500,28.6270699,0,
Sporophila_beltoni,test,0.112014759143507,0,1,500,25.4424879,0,
Anthus_rubescens,test,0.104253741006978,0,1,500,26.8163421,0,
Balaeniceps_rex,test,0.140992145443282,0,1,500,33.4127293,0,
Urosphena_squameiceps,test,0.107246833736391,0,1,500,34.9049481,0,
Francolinus_francolinus,test,0.103033375627353,0,1,500,20.4841122,0,
Rana_macrocnemis,test,0.274906018533452,0,1,500,20.5011018,0,
Gallotia_stehlini,test,0.0871661691796664,1,1,459,16.5457535,0,
Phoeniconaias_minor,test,0.113377076699466,0,1,500,17.2122258,0,
Malurus_splendens,test,0.104022458819996,0,1,500,28.5107962,0,
Calcarius_pictus,test,0.112817120169548,0,1,500,24.4692709,0,
Lepidochelys_kempii,test,0.116228860611991,1,1,406,11.0616026,0,
Cynoglossus_zanzibarensis,test,0.0769634927836971,0,1,500,23.3434775,0,
Paralabrax_clathratus,test,0.0293563163143144,1,1,435,15.4808165,0,
Poecilia_latipinna,test,0.136702883320162,1,1,424,14.0694603,0,
Sterna_forsteri,test,0.104972024066738,0,1,500,30.0067153,0,
Phalacrocorax_brasilianus,test,0.120219068556512,0,1,500,24.4351221,0,
Apteryx_mantelli,test,0.05999425532857,0,1,500,16.8725375,0,
Rhizoprionodon_oligolinx,test,0.00968066702527334,1,1,292,21.8414869,0,
Manis_pentadactyla,test,0.158655651368011,1,1,402,13.2486084,0,
Raja_microocellata,test,0.0941151225378883,1,1,404,13.3456459,0,
Diomedea_epomophora,test,0.117790285227612,0,1,500,46.659815,0,
Karalla_dussumieri,test,0.0310395822663932,0,1,500,18.4228162,0,
Rissa_tridactyla,test,0.171357164214177,0,1,500,41.763792,0,
Lampetra_planeri,test,0.56120367985731,1,1,56,11.1573641,0,
Pterodroma_macroptera,test,0.105773484452369,0,1,500,30.2525606,0,
Neoniphon_sammara,test,0.0251992233185033,1,1,409,12.0090483,0,
Chorismus_antarcticus,test,0.0791475756430546,0,1,500,12.7319451,0,
Pristipomoides_sieboldii,test,0.0243415729204352,0,1,500,16.9840595,0,
Aethaloperca_rogaa,test,0.0554541830323506,0,1,500,19.6386768,0,
Astrapia_mayeri,test,0.108374896522897,0,1,500,25.8122593,0,
Setophaga_townsendi,test,0.102271639196386,0,1,500,26.5346738,0,
Pristis_zijsron,test,0.017375707189366,1,1,315,26.7911071,0,
Sceloporus_occidentalis,test,0.197513232021075,1,1,414,10.2759278,0,
Emydura_macquarii,test,0.063510138147045,0,1,500,14.2754693,0,
Ilyocryptus_spinifer,test,0.107072193233902,1,1,467,29.6137617,0,
Deania_calceus,test,0.25379983044331,0,1,500,27.5922298,0,
Egretta_gularis,test,0.105131211304076,0,1,500,24.4072328,0,
Caiman_crocodilus,test,0.156432356287074,0,1,500,23.548969,0,
Cynoscion_regalis,test,0.0399251818717273,0,1,500,19.0588668,0,
Tangara_parzudakii,test,0.114644967130866,0,1,500,26.0827836,0,
Sterna_paradisaea,test,0.110888719977254,0,1,500,28.2668493,0,
Neoceratodus_forsteri,test,0.469911180596234,1,1,431,15.3402204,0,
Philomachus_pugnax,test,0.124885691849718,0,1,500,63.0359106,0,
Amphiprion_ocellaris,test,0.295402856892093,0,1,500,16.3577198,0,
Lates_stappersii,test,0.0044333648945742,0,1,500,14.9861431,0,
Lates_longispinis,test,0.00638822596019322,0,1,500,15.0565022,0,
Euproctus_platycephalus,test,0.213001901867084,0,1,500,17.6846623,0,
Macroramphosus_scolopax,test,0.0621818033546695,1,1,341,7.3777996,0,
Streptocephalus_torvicornis,test,0.149650702925944,0,1,500,48.0929335,0,
Syngnathus_fuscus,test,0.0283482568420084,0,1,500,18.0186852,0,
Rhabdotorrhinus_corrugatus,test,0.104865045406743,0,1,500,29.0251993,0,
Crotalus_oreganus,test,0.0728178886582727,0,1,500,20.0781733,0,
Calyptorhynchus_lathami,test,0.118407175438161,0,1,500,26.6972861,0,
Stegastes_nigricans,test,0.00689758748036157,0,1,500,15.2745613,0,
Toxostoma_longirostre,test,0.102228279166709,0,1,500,26.8194379,0,
Lagenorhynchus_albirostris,test,0.0612584403800919,0,1,500,18.8003088,0,
Decapterus_punctatus,test,0.0411269765454486,0,1,500,27.2762048,0,
Rissa_brevirostris,test,0.131236612745965,0,1,500,31.9840503,0,
Hirundo_neoxena,test,0.096297656902517,0,1,500,24.0542844,0,
Macroramphosus_gracilis,test,0.0632601614936858,1,1,366,7.796198,0,
Cephalopholis_microprion,test,0.0732310187389041,0,1,500,20.1960077,0,
Homopus_signatus,test,1.0546296198007,0,1,500,10.2107051,0,
Zosterisessor_ophiocephalus,test,0.00440579825464137,0,1,500,15.4039455,0,
Antrostomus_vociferus,test,0.128406595330961,0,1,500,27.5136542,0,
Osmerus_dentex,test,0.231232417759684,1,1,334,10.6434788,0,
Salpa_thompsoni,test,0.382577901528852,1,1,287,42.1352239,0,
Phoebastria_immutabilis,test,0.143310567853708,0,1,500,26.3028647,0,
Tetraogallus_himalayensis,test,0.104517808675352,0,1,500,23.3630108,0,
Fregata_minor,test,0.0980708113462626,0,1,500,32.8433858,0,
Octopus_vulgaris,test,0.850703990919316,0,1,500,69.4432589,0,
Citharinus_citharus,test,0.0365413307345653,0,1,500,17.1001318,0,
Ptychocheilus_oregonensis,test,0.0811031898845207,0,1,500,16.189247,0,
Sterna_hirundo,test,0.104752026203892,0,1,500,22.5070295,0,
Limnodromus_griseus,test,0.112614078498543,0,1,500,23.2453674,0,
Coracopsis_barklyi,test,0.137037743502226,0,1,500,26.040112,0,
Chlorothraupis_carmioli,test,0.144225876022236,0,1,500,29.5272088,0,
Acrocheilus_alutaceus,test,0.100056490240023,0,1,500,15.7424808,0,
Encrasicholina_devisi,test,0.216819221190459,0,1,500,16.3001012,0,
Pomacentrus_moluccensis,test,0.0855577972159644,0,1,500,20.1386052,0,
Cereopsis_novaehollandiae,test,0.0377573880479569,1,1,410,24.6098344,0,
Latris_lineata,test,0.102507419790163,0,1,500,159.586878,0,
Dendrocygna_autumnalis,test,0.708761365648899,0,1,500,24.6973572,0,
Pagellus_bellottii,test,0.00586561164705623,0,1,500,40.4784843,0,
Spizella_pallida,test,0.109204185068889,0,1,500,23.1770268,0,
Rastrelliger_faughni,test,0.0297869442232353,0,1,500,15.3735741,0,
Ictalurus_punctatus,test,0.569714560899019,0,1,500,46.9585277,0,
Micrurus_corallinus,test,0.130754496905253,0,1,500,15.1066128,0,
Eubleekeria_splendens,test,0.0179580999729625,0,1,500,20.4153351,0,
Triturus_cristatus,test,0.0898197454347673,1,1,475,17.0431202,0,
Physella_gyrina,test,0.628259530512707,0,1,500,20.4317203,0,
Maccullochella_peelii,test,0.1222743092556,0,1,500,44.0381928,0,
Hemibagrus_baramensis,test,0.259218460119865,0,1,500,20.556263,0,
Turdus_eremita,test,0.109223737966476,0,1,500,26.2067684,0,
Gallinago_gallinago,test,0.0817086188021053,1,1,304,30.4740521,0,
Pandion_haliaetus,test,0.106695865292696,0,1,500,48.7758461,0,
Pelophylax_epeiroticus,test,0.0423474565373066,0,1,500,17.4348323,0,
Eretmochelys_imbricata,test,0.309668382385456,0,1,500,9.4438018,0,
Quiscalus_quiscula,test,0.111491936102195,0,1,500,26.0641948,0,
Setophaga_kirtlandii,test,0.102431409084322,0,1,500,20.569205,0,
Acrocephalus_scirpaceus,test,0.106235759054173,0,1,500,26.2681008,0,
Trematomus_hansoni,test,0.104198041203028,0,1,500,65.1782117,0,
Thymallus_baicalensis,test,0.187909048831022,0,1,500,15.6267301,0,
Scomberomorus_niphonius,test,0.0400303840929325,0,1,500,25.7770431,0,
Calotriton_asper,test,0.295083410334835,0,1,500,22.9286129,0,
Macropus_antilopinus,test,0.0559520646184438,0,1,500,10.4525469,0,
Lepidogobius_lepidus,test,0.0151666893258927,1,1,329,9.8377165,0,
Acridotheres_tristis,test,0.125558007205026,0,1,500,33.2671091,0,
Chanos_chanos,test,0.593065661592742,0,1,500,29.6426909,0,
Orectolobus_hutchinsi,test,0.0603427630200899,0,1,500,27.1062761,0,
Perna_viridis,test,0,0,0,0,4320,1,Maximum execution time exceeded
Ophiura_ophiura,test,0.180726629167576,1,1,317,13.5281257,0,
Dolloidraco_longedorsalis,test,0.0859743957892749,0,1,500,29.8466042,0,
Nipponia_nippon,test,0.107204473758627,0,1,500,42.9081061,0,
Mesitornis_variegatus,test,0.0416607038885364,0,1,500,14.5637139,0,
Epinephelus_coioides,test,0.309096985699435,1,1,94,19.8109205,0,
Pelagodroma_marina,test,0.0146384531534107,0,1,500,23.0053613,0,
Zosterops_virens,test,0.11078089864163,0,1,500,34.0519124,0,
Galeocerdo_cuvier,test,0.213202585738252,0,1,500,17.7727938,0,
Gammarus_pseudolimnaeus,test,0.256607480521291,0,1,500,47.02004,0,
Passerina_cyanea,test,0.101450706288839,0,1,500,24.5366135,0,
Pipilo_maculatus,test,0.118808231230037,0,1,500,33.3147261,0,
Charadrius_pecuarius,test,0.115333924678243,0,1,500,20.3906911,0,
Myadestes_palmeri,test,0.108462749727991,0,1,500,24.4517278,0,
Brachymystax_lenok,test,0.0878676425211617,0,1,500,15.0839367,0,
Aplodontia_rufa,test,0.153336088539889,0,1,500,12.2227522,0,
Cinnyris_osea,test,0.105399228487428,0,1,500,24.063821,0,
Apeltes_quadracus,test,0.115638892238825,0,1,500,19.7473676,0,
Gymnorhinus_cyanocephalus,test,0.120282666182287,0,1,500,24.4528426,0,
Hyperolius_viridiflavus,test,0.145795310440424,1,1,391,11.5704177,0,
Limosa_limosa,test,0.1435436883622,0,1,500,25.0564273,0,
Lepidonotothen_squamifrons,test,0.0565863171166309,0,1,500,15.6457755,0,
Epinephelus_maculatus,test,0.0501871695103144,0,1,500,19.0505238,0,
Chydorus_pubescens,test,0.122281665100586,1,1,412,12.2012137,0,
Dendrocygna_bicolor,test,0.100833520255353,0,1,500,45.9480096,0,
Aneides_aeneus,test,0.289262331537257,1,1,370,8.7291702,0,
Parastromateus_niger,test,0.00396296772705525,0,1,500,18.5284991,0,
Tichodroma_muraria,test,0.0992506129797619,0,1,500,29.9478006,0,
Dromaius_novaehollandiae,test,0.113491059406508,0,1,500,20.033978,0,
Mytilus_trossulus,test,0.101517614895612,1,1,424,13.5988,0,
Batagur_affinis,test,0.0554513326833213,0,1,500,11.8497196,0,
Poospiza_ornata,test,0.104297275064821,0,1,500,29.3599154,0,
Pecten_maximus,test,1.64266477863424,1,1,223,23.3256851,0,
Bathyraja_macloviana,test,0.17866359927629,1,1,352,11.8324595,0,
Calcarius_ornatus,test,0.110037196499378,0,1,500,29.1708578,0,
Paralaudakia_stoliczkana,test,0.0761597051448519,0,1,500,16.6828294,0,
Ptychoramphus_aleuticus,test,0.108167966330051,0,1,500,33.5888659,0,
Anchoa_panamensis,test,0.0545649631405721,0,1,500,16.1165356,0,
Rhabdotorrhinus_exarhatus,test,0.106230117876045,0,1,500,27.9955935,0,
Ardenna_tenuirostris,test,0.110538006957789,0,1,500,22.9479174,0,
Puffinus_opisthomelas,test,0.0921114395203054,0,1,500,24.2560613,0,
Caranx_ignobilis,test,0.0269866975706358,0,1,500,21.3502473,0,
Mytilaster_minimus,test,0.0601204672725679,0,1,500,21.284849,0,
Carcharias_taurus,test,0.50147617303492,0,1,500,21.2782574,0,
Manis_javanica,test,0.213641231477304,0,1,500,9.7067574,0,
Ctenotus_pantherinus,test,0.570655492540984,1,1,376,14.2770643,0,
Auxis_thazard,test,0.112767335823059,0,1,500,25.6602707,0,
Mya_arenaria,test,0.877738082722236,1,1,239,14.1330511,0,
Elliptio_arca,test,0.0811813285056048,0,1,500,29.792356,0,
Circus_aeruginosus,test,0.186271204565267,0,1,500,66.294941,0,
Turdus_iliacus,test,0.124701070608387,0,1,500,36.4519302,0,
Anas_sparsa,test,0.108412348030576,0,1,500,45.6431974,0,
Cecropis_semirufa,test,0.105872160035109,0,1,500,22.8564716,0,
Leucophaeus_atricilla,test,0.106114896887867,0,1,500,91.3516196,0,
Hippocampus_hippocampus,test,0.0557236069576316,1,1,405,16.3311953,0,
Alburnoides_eichwaldii_ZarrinGol,test,0.626122902479713,0,1,500,20.2746641,0,
Puffinus_lherminieri,test,0.0957571365980585,0,1,500,24.6413332,0,
Stegastes_planifrons,test,0.0619395864223294,0,1,500,22.2726995,0,
Esox_niger,test,0.0991233610801304,0,1,500,14.5708328,0,
Pogonocichla_stellata,test,0.125189307682146,0,1,500,30.1125388,0,
Tolmomyias_sulphurescens,test,0.0497001289418023,0,1,500,29.8240548,0,
Cyanocorax_beecheii,test,0.104096118540897,0,1,500,29.4343503,0,
Thamnocephalus_platyurus,test,0.136944187848957,0,1,500,24.5773503,0,
Catharus_bicknelli,test,0.109360307936473,0,1,500,24.069991,0,
Oncorhynchus_nerka,test,0,0,0,0,4320,1,Maximum execution time exceeded
Lacerta_schreiberi,test,0.161884514566061,0,1,500,21.6879681,0,
Calidris_himantopus,test,0.103457433463683,0,1,500,25.8316355,0,
Crystallogobius_linearis,test,0.111477136864422,1,1,21,5.2497,0,
Gobius_vittatus,test,0.234596545206058,1,1,488,13.2649354,0,
Bimastos_rubidus,test,0.205109453706761,1,1,309,6.7193546,0,
Dicologlossa_cuneata,test,0.0362444741721364,0,1,500,14.8656205,0,
Gambelia_sila,test,0.173807946361607,0,1,500,70.7131582,0,
Testudo_hermanni,test,0.290941701379904,1,1,444,10.1164973,0,
Thryssa_hamiltonii,test,0,0,0,0,4320,1,Maximum execution time exceeded
Psammophis_sibilans,test,0.30438240423303,1,1,337,11.7975227,0,
Pseudopleuronectes_americanus,test,0.0806044576935756,0,1,500,27.1962867,0,
Pelophylax_saharicus,test,0.146530546744545,0,1,500,15.4114921,0,
Rhinobatos_productus,test,0.0998704332915659,0,1,500,16.6873722,0,
Zapteryx_brevirostris,test,0.0345469051675131,0,1,500,14.8966975,0,
Grus_americana,test,0.11965776136456,0,1,500,21.4350273,0,
Orectolobus_halei,test,0.0204104494755828,1,1,459,14.2866318,0,
