Row,data_split,deb_loss,convergence,n_runs,n_iter,execution_time,error,error_message
Liparis_pulchellus,test,0,0,0,0,4320,1,"Maximum execution time exceeded"
Maccullochella_peelii,test,0.0948173534277233,0,15,7500,467.599473,0,
Macquaria_ambigua,test,0.0670147740406731,0,5,2500,85.1563563,0,
Macroramphosus_gracilis,test,0.0632601614936856,1,3,1404,27.3573308,0,
Macroramphosus_scolopax,test,0.0621818033547,1,2,935,18.5419089,0,
Margaritifera_margaritifera,test,0,0,0,0,4320,1,"Maximum execution time exceeded"
Micrurus_corallinus,test,0.130754500423778,0,4,2000,53.7355491,0,
Mobula_birostris,test,0.106352579111734,0,6,3000,84.1918561,0,
Mormyrus_longirostris,test,0.0181339833080513,0,11,5500,203.0266924,0,
Morone_mississippiensis,test,0,0,0,0,4320,1,"Maximum execution time exceeded"
Mya_arenaria,test,0,0,0,0,4320,1,"Maximum execution time exceeded"
Mytilus_trossulus,test,0.101517614895612,1,7,3480,109.2804907,0,
Neoceratodus_forsteri,test,0.469911181083974,0,4,2000,59.7865725,0,
Neoniphon_sammara,test,0.0251992233185034,1,3,1424,35.5247461,0,
Octopus_cyanea,test,0,0,0,0,4320,1,"Maximum execution time exceeded"
Octopus_vulgaris,test,0,0,0,0,4320,1,"Maximum execution time exceeded"
Oncorhynchus_gilae,test,0.114735382571936,0,9,4500,184.7994437,0,
Orectolobus_halei,test,0.0204104494755831,0,2,1000,34.549737,0,
Orectolobus_hutchinsi,test,0.0603431265445275,0,3,1500,60.6974437,0,
Orectolobus_maculatus,test,0.00679520211962257,0,4,2000,63.6017036,0,
Osmerus_dentex,test,0.231232417759685,1,6,2888,73.6071172,0,
Pagellus_bellottii,test,0.00469997621973658,0,16,8000,889.7005564,0,
Palaemon_elegans,test,0,0,0,0,4320,1,"Maximum execution time exceeded"
Paralabrax_auroguttatus,test,0.0303633593636654,0,21,10500,1224.5106376,0,
Parastromateus_niger,test,0.00798548469678404,0,4,2000,110.1938495,0,
Pecten_maximus,test,4.80321663993959,1,1,462,31.6319034,0,
Pelophylax_epeiroticus,test,0,0,0,0,0.3293051,1,"The logical indices contain a true value outside of the array bounds."
Pelophylax_saharicus,test,0,0,0,0,0.3313047,1,"Incorrect dimensions for matrix multiplication. Check that the number of columns in the first matrix matches the number of rows in the second matrix. To operate on each element of the matrix individually, use TIMES (.*) for elementwise multiplication."
Percilia_irwini,test,0.00163742698444167,0,23,11500,396.2895966,0,
Perna_viridis,test,0,0,0,0,4320,1,"Maximum execution time exceeded"
Phalacronotus_micronemus,test,0.00805207595047286,0,4,2000,65.8326636,0,
Pholidoscelis_exsul,test,0.692319646553759,0,4,2000,41.7275752,0,
Plagioscion_squamosissimus,test,0,0,0,0,730.2877829,1,"The logical indices contain a true value outside of the array bounds."
Platichthys_stellatus,test,0.570233808215868,0,193,32767,3547.4287119,0,
Plectropomus_maculatus,test,0.0751140610242387,0,14,7000,404.1573618,0,
Podocnemis_expansa,test,0.12946941763218,0,10,5000,155.2357888,0,
Poecilia_latipinna,test,0.136702943376252,0,8,4000,103.7502892,0,
Pomacentrus_moluccensis,test,0.0855560230532848,0,3,1500,55.9545598,0,
Pristipomoides_sieboldii,test,0.024341875982017,0,3,1500,49.7713963,0,
Pristis_zijsron,test,0.0173757071896245,0,4,2000,121.8052582,0,
Psammophis_sibilans,test,0.304382404257069,0,6,3000,75.6487824,0,
Ptychocheilus_oregonensis,test,0.0622867251116812,0,5,2500,80.5551418,0,
Raja_microocellata,test,0.0941151225379603,0,3,1500,41.0224387,0,
Rastrelliger_faughni,test,0.029787929071805,0,10,5000,149.7148729,0,
Rhinobatos_productus,test,0.0998707371459688,0,4,2000,67.2474341,0,
Rhizoprionodon_oligolinx,test,0.00968066440610091,0,3,1500,75.9075551,0,
Salpa_thompsoni,test,0,0,0,0,1.1044492,1,"The logical indices contain a true value outside of the array bounds."
Sardinella_gibbosa,test,0.1065298976854,0,5,2500,89.8818762,0,
Scomberomorus_niphonius,test,0.319129248183459,0,16,8000,348.5486864,0,
Sillago_sihama,test,0.0165267361164715,0,4,2000,62.1287112,0,
Siniperca_chuatsi,test,0.868369153321584,0,10,5000,133.0223859,0,
Stegastes_acapulcoensis,test,0.0390081374788227,0,11,5500,266.7831085,0,
Stegastes_flavilatus,test,0.147270355484463,0,10,5000,227.1973917,0,
Stegastes_nigricans,test,0.00709236284795134,0,15,7500,220.8874999,0,
Stegastes_planifrons,test,0.0619393940862264,0,5,2500,89.2974132,0,
Stolephorus_carpentariae,test,0.210906242941753,0,9,4500,133.877656,0,
Stolephorus_indicus,test,0.0895465440683831,0,13,6500,243.9619586,0,
Syngnathus_fuscus,test,0,0,0,0,22.8903472,1,"Arrays have incompatible sizes for this operation."
Synodontis_membranaceus,test,0.00503785343227289,0,9,4500,131.6910484,0,
Thryssa_hamiltonii,test,0,0,0,0,4320,1,"Maximum execution time exceeded"
Thunnus_albacares,test,0.0941121310709731,0,9,4500,135.2066538,0,
Thymallus_baicalensis,test,0.187909065369203,0,6,3000,85.2309331,0,
Trygonoptera_mucosa,test,0.0454576048245089,0,3,1500,63.1148527,0,
Typhlonarke_aysoni,test,0.115143682314023,0,6,3000,103.0173836,0,
Urogymnus_polylepis,test,0.112070139548052,0,5,2500,72.949181,0,
Xiphias_gladius,test,0.276652877894134,0,5,2500,150.3277271,0,
Zapteryx_brevirostris,test,0.0345469528548731,0,6,3000,84.8944204,0,
Zosterisessor_ophiocephalus,test,0.00440591463081308,0,3,1500,34.5246462,0,
