Row,data_split,deb_loss,convergence,n_restarts,n_iter,execution_time,error,error_message
Pristis_pristis,test,0.0244812421013384,1,3,1447,57.5722273,0,
Synthliboramphus_scrippsi,test,0,0,0,0,7.4197484,0,The logical indices contain a true value outside of the array bounds.
Toxostoma_curvirostre,test,0.11408079243874,0,5,2500,107.9657213,0,
Coronatella_rectangula,test,0.116790861088152,0,5,2500,72.1856656,0,
Tauraco_corythaix,test,0.127840761254691,0,5,2500,104.0880152,0,
Zhangixalus_omeimontis,test,0.131270229446279,0,5,2500,414.4540967,0,
Microcondylaea_bonellii,test,0.0323479444874532,0,5,2500,135.3669998,0,
Turdus_hauxwelli,test,0.135510193661814,0,5,2500,111.5478419,0,
Bucorvus_abyssinicus,test,0.139420968376233,0,5,2500,167.7147526,0,
Neotrygon_annotata,test,0.0380936579052134,0,5,2500,129.3859126,0,
Lepidorhombus_whiffiagonis,test,0.430874057771304,0,5,2500,261.3920112,0,
Decapterus_macrosoma,test,0.00235089502950622,0,5,2500,166.5994464,0,
Geococcyx_californianus,test,0.136524201268587,0,5,2500,180.4349972,0,
Scophthalmus_rhombus,test,0.228290945330718,0,5,2500,275.4604945,0,
Balaenoptera_physalus,test,0,0,0,0,900,0,Maximum execution time exceeded
Rhynchophanes_mccownii,test,0.117361947093532,0,5,2500,118.291049,0,
Nothonotus_bellus,test,0.152132083819768,0,5,2500,232.5653638,0,
Larus_californicus,test,0.121101667688586,0,5,2500,134.6700242,0,
Amphiura_filiformis,test,0,0,0,0,900,0,Maximum execution time exceeded
Dissostichus_eleginoides,test,0.378280857592219,1,5,2354,437.0278895,0,
Lonchura_oryzivora,test,0.191632043216028,0,5,2500,193.7791903,0,
Acipenser_baerii,test,0.105348038046655,1,5,2393,57.5998868,0,
Pleurobrachia_pileus,test,0.532082400447285,0,5,2500,421.0762701,0,
Crocodylus_palustris,test,NaN,0,5,1925,562.9997158,0,
Myripristis_murdjan,test,0.0143008307402747,1,3,1487,42.1882245,0,
Streptoprocne_biscutata,test,0.129807940547901,0,5,2500,164.1825491,0,
Melanogrammus_aeglefinus,test,0.255936357844711,0,5,2500,190.6334432,0,
Lanius_tephronotus,test,0.126725567439564,0,5,2500,163.1702511,0,
Melozone_crissalis,test,0.160104667632875,0,5,2500,156.2042257,0,
Tyrannus_tyrannus,test,0.12035208350549,0,5,2500,104.1626583,0,
Callipepla_squamata,test,0.2308141423502,0,5,2500,102.0610817,0,
Hirundo_tahitica,test,0.13613325222726,0,5,2500,116.479901,0,
Mycteria_americana,test,0.124021292919284,0,5,2500,165.9910942,0,
Thryssa_aestuaria,test,0,0,0,0,900,0,Maximum execution time exceeded
Fenneropenaeus_chinensis,test,0,0,0,0,900,0,Maximum execution time exceeded
Ptychoramphus_aleuticus,test,0.144976463210629,0,5,2500,161.121153,0,
Agapornis_roseicollis,test,0.242555812696486,0,5,2500,161.1308154,0,
Scomberomorus_queenslandicus,test,0.0808835763298663,0,5,2500,428.0651869,0,
Dipsosaurus_dorsalis,test,0.108506810418575,0,5,2500,95.0153631,0,
Odontostilbe_paraguayensis,test,0.258743084607968,0,5,2500,243.4702771,0,
Setophaga_aestiva,test,0.123664622429681,0,5,2500,114.8120154,0,
Phaethon_aethereus,test,0.120377914273626,0,5,2500,161.4106811,0,
Bimastos_rubidus,test,0.187710549407466,1,4,1783,278.0091384,0,
Girardinus_falcatus,test,0,0,0,0,900,0,Maximum execution time exceeded
Vanellus_coronatus,test,0.155256220264398,0,5,2500,93.8785471,0,
Merops_orientalis,test,0.131427604992618,0,5,2500,134.4142371,0,
Scaphirhynchus_suttkusi,test,0.142323767718221,1,5,2436,52.8099069,0,
Ziphius_cavirostris,test,0.0251802893833208,0,5,2500,93.1187365,0,
Ardenna_grisea,test,0.254407400133612,0,5,2500,138.9612322,0,
Calandrella_cinerea,test,0.131686839235164,0,5,2500,113.4904285,0,
Chasmistes_cujus,test,0.149830961534762,0,5,2500,361.4232522,0,
Toxostoma_rufum,test,0.126111050201608,0,5,2500,120.4492357,0,
Grus_monacha,test,0.132392132729481,0,5,2500,149.3542775,0,
Euthynnus_alletteratus,test,0.00445904488941879,0,5,2500,519.6398221,0,
Stercorarius_parasiticus,test,0.107958832111812,0,5,2500,198.0870371,0,
Liolaemus_wiegmannii,test,0.121462892420004,0,5,2500,54.1305491,0,
Eremias_argus,test,0.0781249032087604,0,5,2500,94.3231319,0,
Anas_platyrhynchos,test,0.208938972707973,0,5,2500,353.5368717,0,
Turdus_philomelos,test,0.110424396396877,0,5,2500,133.4310717,0,
Stercorarius_pomarinus,test,0.126832066452303,0,5,2500,230.4487349,0,
Centrocercus_urophasianus,test,0,0,0,0,26.6864368,0,The logical indices contain a true value outside of the array bounds.
Hypanus_dipterurus,test,0,0,0,0,900,0,Maximum execution time exceeded
Palaemonetes_varians,test,0.0937072835059977,0,5,2500,192.1369736,0,
Mergus_merganser,test,0.137359923733728,0,5,2500,103.5544526,0,
Mytilopsis_sallei,test,0.856960339249486,0,5,2500,203.3918308,0,
Platichthys_stellatus,test,0.223930386450928,0,5,2500,321.8843203,0,
Eurycea_lucifuga,test,0,0,0,0,0.3328028,0,The logical indices contain a true value outside of the array bounds.
Phoenicopterus_chilensis,test,0.185450648827313,0,5,2500,130.9703487,0,
Cerastoderma_edule,test,0,0,0,0,900,0,Maximum execution time exceeded
Cichla_temensis,test,0.196381291685778,0,5,2500,55.4500573,0,
Cerorhinca_monocerata,test,0.104819242671684,0,5,2500,187.9988675,0,
Branta_canadensis,test,0.191519838201105,0,5,2500,118.3701147,0,
Speleomantes_imperialis,test,0.0645904241673249,1,4,1849,65.3140052,0,
Alosa_pseudoharengus,test,0.0480427264328116,0,5,2500,477.3771376,0,
Rhombosolea_plebeia,test,0.0589009676514579,0,5,2500,260.2170109,0,
Doricha_eliza,test,0.0352490131138773,0,5,2500,121.4860992,0,
Hirundo_rustica,test,0.0980873657415618,0,5,2500,105.8753278,0,
Xanthocephalus_xanthocephalus,test,0.152605424739278,0,5,2500,193.9989127,0,
Sargocentron_rubrum,test,0.00391103778490894,0,5,2500,64.888228,0,
Amblyramphus_holosericeus,test,0.173500252324931,0,5,2500,232.4090113,0,
Parvaspina_collina,test,0.0621868059902888,0,5,2500,136.3039904,0,
Pseudoleistes_virescens,test,0.137792542175967,0,5,2500,133.3083029,0,
Daphnia_pulex,test,0.189091617329004,0,5,2500,57.5808484,0,
Motacilla_alba,test,0.11524452614099,0,5,2500,124.4490611,0,
Vanellus_armatus,test,0.14552500208973,0,5,2500,94.8870354,0,
Parus_monticolus,test,0.13478831906995,0,5,2500,141.3755665,0,
Periparus_ater,test,0.100405423748454,0,5,2500,148.4785227,0,
Tetrao_urogallus,test,0.916539699121887,0,5,2500,194.7819302,0,
Corvus_monedula,test,0.118810635251497,0,5,2500,135.8630998,0,
Pagurus_bernhardus,test,0,0,0,0,900,0,Maximum execution time exceeded
Hypsibius_convergens,test,1.05283689339316,0,5,2500,131.7644755,0,
Thalasseus_sandvicensis,test,0.15009531886104,0,5,2500,138.5147563,0,
Aphanopus_intermedius,test,0.121941215335552,1,5,2495,326.0195108,0,
Lophophanes_cristatus,test,0.1062011408393,0,5,2500,115.6203541,0,
Pelobates_fuscus,test,0.3753502645141,0,5,2500,119.0630084,0,
Porcellio_scaber,test,0.160692367773164,0,5,2500,81.9566828,0,
Torpedo_marmorata,test,0.769361025861464,0,5,2500,76.972561,0,
Acipenser_stellatus,test,0.41870403898213,0,5,2500,68.1154211,0,
Cichla_intermedia,test,0.0310799255284207,0,5,2500,58.5962253,0,
Ardea_alba,test,0.142147519469748,0,5,2500,314.5834027,0,
Fratercula_cirrhata,test,0.266296342197993,0,5,2500,158.1403575,0,
Acanthodactylus_harranensis,test,0.0335538951177795,1,5,2442,77.9693313,0,
Potamorhina_latior,test,0.120703295445995,0,5,2500,396.9564495,0,
Geothlypis_trichas,test,0.12155233333954,0,5,2500,118.2679691,0,
Zenaida_macroura,test,0.110642050233274,0,5,2500,225.2337889,0,
Boleophthalmus_pectinirostris,test,0.108069102035906,1,3,1486,34.2234089,0,
Ardenna_tenuirostris,test,0.111087260711801,0,5,2500,138.7532812,0,
Zosterops_lateralis,test,0.17756067899895,0,5,2500,116.5961322,0,
Sporophila_plumbea,test,0.118492146873813,0,5,2500,118.692984,0,
Acanthiza_inornata,test,0.0991465864104982,0,5,2500,113.4966513,0,
Picoides_arcticus,test,0.162077149454997,0,5,2500,137.5071517,0,
Sula_nebouxii,test,0.105832735064737,0,5,2500,159.6542354,0,
Garrulus_glandarius,test,0.116406651076402,0,5,2500,117.576274,0,
Crocodylus_mindorensis,test,0.0566970660876878,0,5,2500,73.5215093,0,
Lepidonotothen_squamifrons,test,0.0692583060633454,0,5,2500,308.0178414,0,
Rastrelliger_kanagurta,test,0,0,0,0,900,0,Maximum execution time exceeded
Gypaetus_barbatus,test,0.131963999111751,0,5,2500,188.2169026,0,
Chalcites_basalis,test,0.13420530428963,0,5,2500,167.2927014,0,
Pipilo_chlorurus,test,0.149605729913248,0,5,2500,181.4634771,0,
Actitis_macularius,test,0.133679373904102,0,5,2500,96.7775796,0,
Phlogophilus_harterti,test,0.0657142933045159,0,5,2500,137.6257532,0,
Ursus_maritimus,test,0.42734940563419,0,5,2500,137.4068038,0,
Etropus_crossotus,test,0.00252454726283269,0,5,2500,200.8635981,0,
Pseudopleuronectes_yokohamae,test,0.0448474740831394,0,5,2500,310.0790754,0,
Brycon_melanopterus,test,0,0,0,0,59.1241978,0,The logical indices contain a true value outside of the array bounds.
Antigone_canadensis,test,0.50927417408726,0,5,2500,141.4204721,0,
Cyprinodon_bovinus,test,0.0966605205893183,0,5,2500,127.5710664,0,
Thalassarche_cauta,test,0.126865372257173,0,5,2500,171.117514,0,
Empidonax_traillii,test,0.10932122322205,0,5,2500,112.1818231,0,
Riparia_riparia,test,0.106735743203867,0,5,2500,124.8113918,0,
Mysis_mixta,test,0.601659509023943,0,5,2500,643.9631978,0,
Amia_calva,test,0.154335400520089,0,5,2500,67.7679564,0,
Heosemys_spinosa,test,0.619056918348407,0,5,2500,73.8850966,0,
Larus_crassirostris,test,0.1283928908904,0,5,2500,117.8507774,0,
Parkesia_motacilla,test,0.124753867690423,0,5,2500,125.9299674,0,
Katsuwonus_pelamis,test,0.1510169633684,0,5,2500,179.8159109,0,
Stolephorus_indicus,test,0,0,0,0,900,0,Maximum execution time exceeded
Buteo_lagopus,test,0.134763421090252,0,5,2500,349.2035092,0,
Dryocopus_martius,test,0.146374033829479,0,5,2500,238.3715856,0,
Coregonus_kiyi,test,0,0,0,0,900,0,Maximum execution time exceeded
Ficedula_hypoleuca,test,0.134991432855693,0,5,2500,153.2149251,0,
Boaedon_fuliginosus,test,0.629448488862091,0,5,2500,77.7023229,0,
Cyprinodon_variegatus,test,0.344554790590006,0,5,2500,378.6467149,0,
Silurus_triostegus,test,0,0,0,0,900,0,Maximum execution time exceeded
Macquaria_ambigua,test,0.134522142217495,0,5,2500,201.611557,0,
Chaetura_brachyura,test,0.110452207829621,0,5,2500,145.1397889,0,
Euphonia_hirundinacea,test,0.0624983122874643,0,5,2500,153.1180625,0,
Falco_mexicanus,test,0.120546179337545,0,5,2500,137.9446547,0,
Sceloporus_jarrovii,test,0.151275214439211,0,5,2500,149.8163824,0,
Entosphenus_tridentatus,test,0.162371166350813,0,5,2500,104.0899333,0,
Lepidogobius_lepidus,test,0.0717670893124636,0,5,2500,68.0997031,0,
Allocyttus_niger,test,0.185311116854364,0,5,2500,96.5689758,0,
Varanus_bengalensis,test,0.217409362692143,1,5,2471,53.7084157,0,
Molothrus_bonariensis,test,0.157540308794822,0,5,2500,315.9567003,0,
Bathyraja_griseocauda,test,0.122880194273678,1,3,1396,45.0725595,0,
Lagorchestes_conspicillatus,test,0.0708519999791506,0,5,2500,59.3523612,0,
Bulweria_bulwerii,test,0.197144705234349,0,5,2500,200.9158957,0,
Antrostomus_vociferus,test,0.184726316400294,0,5,2500,137.5953575,0,
Alona_iheringula,test,0.106536977517016,0,5,2500,71.1778661,0,
Dendragapus_obscurus,test,0.403171422266902,0,5,2500,126.3935732,0,
Sardinella_gibbosa,test,0,0,0,0,900,0,Maximum execution time exceeded
Lagopus_lagopus,test,0.116257823780296,0,5,2500,132.254689,0,
Sillago_burrus,test,0.164917847312559,0,5,2500,425.4428314,0,
Gyrinophilus_gulolineatus,test,0.326581574919842,0,5,2500,55.335157,0,
Empidonax_oberholseri,test,0.0507327987438517,0,5,2500,142.5840193,0,
Artemisiospiza_nevadensis,test,0.111597940834152,0,5,2500,113.2488076,0,
Anthus_spinoletta,test,0.110587184452286,0,5,2500,114.3646795,0,
Caranx_ignobilis,test,0.109855964735566,0,5,2500,200.7137048,0,
Phacellodomus_ruber,test,0.139227966004136,0,5,2500,112.3750553,0,
Antigone_antigone,test,0.111030795383008,0,5,2500,139.0473823,0,
Macomangulus_tenuis,test,0,0,0,0,900,0,Maximum execution time exceeded
Chiroxiphia_lanceolata,test,0.346929558951377,0,5,2500,150.5464592,0,
Gallotia_galloti,test,0.0989427752802751,0,5,2500,78.3794879,0,
Todiramphus_cinnamominus,test,0.110411879073067,0,5,2500,125.9712886,0,
Gyps_coprotheres,test,0.101822263415488,0,5,2500,165.5122782,0,
Onychodactylus_japonicus,test,0.0892382435140676,0,5,2500,117.9031767,0,
Melanitta_deglandi,test,0.197917307866246,0,5,2500,103.0634395,0,
Myiarchus_cinerascens,test,0.120282359374266,0,5,2500,117.3610209,0,
Elanus_caeruleus,test,0.143684646027374,0,5,2500,157.5568598,0,
Heteronotia_binoei_EA6,test,0.429021315876254,1,2,977,32.7747216,0,
Probosciger_aterrimus,test,0.113345928700112,0,5,2500,191.0825185,0,
Foudia_rubra,test,0.112777281631957,0,5,2500,110.1633726,0,
Aerodramus_bartschi,test,0.109354787692824,0,5,2500,134.7356637,0,
Scytalopus_latrans,test,0.126589994388785,0,5,2500,110.2683485,0,
Scomberomorus_maculatus,test,0,0,0,0,900,0,Maximum execution time exceeded
Macquaria_novemaculeata,test,0,0,0,0,900,0,Maximum execution time exceeded
Gerlachea_australis,test,0,0,0,0,900,0,Maximum execution time exceeded
Tunchiornis_ochraceiceps,test,0.121396142602242,0,5,2500,109.9154599,0,
Rhea_americana,test,0.204567929466322,0,5,2500,342.8187419,0,
Graptemys_ouachitensis,test,0.272747222722506,0,5,2500,86.0039012,0,
Prionotus_albirostris,test,0.019782054767263,0,5,2500,237.5307386,0,
Astyanax_bimaculatus,test,0.00398338307184516,0,5,2500,650.7653662,0,
Raja_montagui,test,0.0940394605681825,1,5,2391,74.1658847,0,
Strigops_habroptila,test,0.185311866148957,0,5,2500,278.8335043,0,
Theromyzon_tessulatum,test,0.376625658117636,0,5,2500,73.2603045,0,
Uria_lomvia,test,0.108641208681988,0,5,2500,180.4219389,0,
Grus_japonensis,test,0.240081836304377,0,5,2500,133.5851676,0,
Morone_saxatilis,test,0,0,0,0,900,0,Maximum execution time exceeded
Smutsia_gigantea,test,0.0179254567093564,0,5,2500,60.1177972,0,
Synodontis_nebulosus,test,0.0150812980883449,0,5,2500,175.7117741,0,
Testudo_hermanni,test,0.389462049034032,0,5,2500,52.0348362,0,
Esox_lucius,test,0.0802143687357797,0,5,2500,119.7954708,0,
Syngnathus_fuscus,test,0.143979114928838,0,5,2500,216.4410882,0,
Moina_micrura,test,0.155266929939919,1,4,1834,55.2547002,0,
Gila_intermedia,test,0.127666387426907,0,5,2500,123.2294375,0,
Basileuterus_tristriatus,test,0.245318221253052,0,5,2500,128.5488685,0,
Melozone_aberti,test,0.123650836718663,0,5,2500,114.5912274,0,
Rhabdotorrhinus_exarhatus,test,0.108517606972342,0,5,2500,120.7823448,0,
Charadrius_semipalmatus,test,0.194390398738728,0,5,2500,115.4603538,0,
Somateria_mollissima,test,0.134765803765194,0,5,2500,149.5853874,0,
Atropus_atropos,test,0.00170163663962438,0,5,2500,195.5825254,0,
Platax_orbicularis,test,0,0,0,0,900,0,Maximum execution time exceeded
Vermivora_cyanoptera,test,0.109887557636828,0,5,2500,110.9514304,0,
Aythya_valisineria,test,0.131948907013638,0,5,2500,134.1079248,0,
Salamandrina_perspicillata,test,0.377548809960432,0,5,2500,68.2171389,0,
